,Date,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
15,2018-04-22,Alex Wood,LAD,23.0,90,8.6,0.4,22.0,0.4,24.4%,1.1%,23.3%,.180,0.74,.227,38.5%,1.94,2.81
16,2018-04-22,Clayton Kershaw,LAD,33.0,130,9.5,0.8,11.7,1.1,26.9%,2.3%,24.6%,.228,0.97,.284,87.1%,2.89,2.61
17,2018-04-22,Patrick Corbin,ARI,27.1,100,12.2,1.6,7.4,0.7,37.0%,5.0%,32.0%,.147,0.70,.214,86.4%,1.95,1.97
0,2018-04-23,Chad Bettis,COL,25.0,97,5.4,3.6,1.5,0.7,15.5%,10.3%,5.1%,.198,1.08,.217,95.2%,4.32,4.93
1,2018-04-23,Kyle Freeland,COL,20.0,89,7.7,4.0,1.9,2.3,19.1%,10.1%,9.0%,.275,1.55,.293,75.0%,6.06,4.88
2,2018-04-23,German Marquez,COL,22.0,103,8.6,5.3,1.6,0.8,20.4%,12.6%,7.8%,.250,1.59,.308,61.4%,4.48,4.87
3,2018-04-23,Tyler Anderson,COL,25.0,109,9.7,5.0,1.9,1.1,24.8%,12.8%,11.9%,.253,1.52,.323,71.0%,4.24,4.86
4,2018-04-23,Ty Blach,SFG,26.1,116,4.4,4.1,1.1,0.3,11.2%,10.3%,0.9%,.288,1.59,.322,71.4%,4.03,4.61
5,2018-04-23,Derek Holland,SFG,21.2,88,9.1,2.9,3.1,1.7,25.0%,8.0%,17.1%,.198,1.06,.218,51.7%,4.50,4.46
6,2018-04-23,Clayton Richard,SDP,27.0,120,7.3,4.3,1.7,1.7,18.3%,10.8%,7.5%,.290,1.63,.325,73.0%,5.38,4.32
7,2018-04-23,Chris Stratton,SFG,24.1,92,7.0,2.6,2.7,0.0,20.6%,7.6%,13.0%,.179,0.90,.231,69.6%,2.59,4.28
8,2018-04-23,Jon Gray,COL,26.2,123,8.1,2.7,3.0,1.4,19.5%,6.5%,13.0%,.316,1.65,.372,58.4%,4.32,4.05
9,2018-04-23,Robbie Ray,ARI,21.2,97,13.3,5.8,2.3,2.1,33.0%,14.4%,18.6%,.232,1.52,.311,77.8%,5.28,3.88
10,2018-04-23,Johnny Cueto,SFG,26.0,94,8.0,1.4,5.8,0.0,24.5%,4.3%,20.2%,.149,0.65,.203,95.0%,2.20,3.85
11,2018-04-23,Zack Greinke,ARI,24.0,96,8.6,0.8,11.5,1.9,24.0%,2.1%,21.9%,.237,1.00,.262,77.8%,4.33,3.55
12,2018-04-23,Joey Lucchesi,SDP,26.2,107,9.8,2.7,3.6,0.7,27.1%,7.5%,19.6%,.222,1.13,.294,73.5%,2.86,3.43
13,2018-04-23,Hyun-Jin Ryu,LAD,22.2,88,10.7,3.6,3.0,0.4,30.7%,10.2%,20.4%,.141,0.88,.200,81.6%,2.68,3.34
14,2018-04-23,Tyson Ross,SDP,25.2,102,8.4,2.5,3.4,0.7,23.5%,6.9%,16.7%,.202,1.01,.250,74.4%,3.24,3.32
15,2018-04-23,Zack Godley,ARI,23.1,95,9.3,3.1,3.0,0.4,25.3%,8.4%,16.8%,.218,1.16,.290,70.3%,2.69,3.12
16,2018-04-23,Alex Wood,LAD,29.0,115,8.1,0.6,13.0,0.6,22.6%,1.7%,20.9%,.195,0.83,.235,47.2%,2.47,3.00
17,2018-04-23,Clayton Kershaw,LAD,33.0,130,9.5,0.8,11.7,1.1,26.9%,2.3%,24.6%,.228,0.97,.284,87.1%,2.89,2.61
18,2018-04-23,Patrick Corbin,ARI,33.1,122,13.0,1.6,8.0,0.8,39.3%,4.9%,34.4%,.138,0.66,.200,84.3%,1.99,1.76
0,2018-04-24,Bryan Mitchell,SDP,25.0,117,3.2,6.8,0.5,1.4,7.7%,16.2%,-8.6%,.289,1.88,.286,75.5%,6.92,6.03
1,2018-04-24,Kyle Freeland,COL,20.0,89,7.7,4.0,1.9,2.3,19.1%,10.1%,9.0%,.275,1.55,.293,75.0%,6.06,4.88
2,2018-04-24,German Marquez,COL,22.0,103,8.6,5.3,1.6,0.8,20.4%,12.6%,7.8%,.250,1.59,.308,61.4%,4.48,4.87
3,2018-04-24,Tyler Anderson,COL,25.0,109,9.7,5.0,1.9,1.1,24.8%,12.8%,11.9%,.253,1.52,.323,71.0%,4.24,4.86
4,2018-04-24,Chad Bettis,COL,30.0,119,6.0,3.6,1.7,0.9,16.8%,10.1%,6.7%,.207,1.13,.229,87.7%,4.43,4.72
5,2018-04-24,Ty Blach,SFG,26.1,116,4.4,4.1,1.1,0.3,11.2%,10.3%,0.9%,.288,1.59,.322,71.4%,4.03,4.61
6,2018-04-24,Derek Holland,SFG,21.2,88,9.1,2.9,3.1,1.7,25.0%,8.0%,17.1%,.198,1.06,.218,51.7%,4.50,4.46
7,2018-04-24,Chris Stratton,SFG,31.0,120,7.0,2.9,2.4,0.0,20.0%,8.3%,11.7%,.174,0.94,.224,70.0%,2.68,4.33
8,2018-04-24,Clayton Richard,SDP,27.0,120,7.3,4.3,1.7,1.7,18.3%,10.8%,7.5%,.290,1.63,.325,73.0%,5.38,4.32
9,2018-04-24,Jon Gray,COL,26.2,123,8.1,2.7,3.0,1.4,19.5%,6.5%,13.0%,.316,1.65,.372,58.4%,4.32,4.05
10,2018-04-24,Robbie Ray,ARI,21.2,97,13.3,5.8,2.3,2.1,33.0%,14.4%,18.6%,.232,1.52,.311,77.8%,5.28,3.88
11,2018-04-24,Johnny Cueto,SFG,26.0,94,8.0,1.4,5.8,0.0,24.5%,4.3%,20.2%,.149,0.65,.203,95.0%,2.20,3.85
12,2018-04-24,Zack Greinke,ARI,24.0,96,8.6,0.8,11.5,1.9,24.0%,2.1%,21.9%,.237,1.00,.262,77.8%,4.33,3.55
13,2018-04-24,Joey Lucchesi,SDP,26.2,107,9.8,2.7,3.6,0.7,27.1%,7.5%,19.6%,.222,1.13,.294,73.5%,2.86,3.43
14,2018-04-24,Hyun-Jin Ryu,LAD,22.2,88,10.7,3.6,3.0,0.4,30.7%,10.2%,20.4%,.141,0.88,.200,81.6%,2.68,3.34
15,2018-04-24,Tyson Ross,SDP,25.2,102,8.4,2.5,3.4,0.7,23.5%,6.9%,16.7%,.202,1.01,.250,74.4%,3.24,3.32
16,2018-04-24,Zack Godley,ARI,23.1,95,9.3,3.1,3.0,0.4,25.3%,8.4%,16.8%,.218,1.16,.290,70.3%,2.69,3.12
17,2018-04-24,Alex Wood,LAD,29.0,115,8.1,0.6,13.0,0.6,22.6%,1.7%,20.9%,.195,0.83,.235,47.2%,2.47,3.00
18,2018-04-24,Clayton Kershaw,LAD,33.0,130,9.5,0.8,11.7,1.1,26.9%,2.3%,24.6%,.228,0.97,.284,87.1%,2.89,2.61
19,2018-04-24,Patrick Corbin,ARI,33.1,122,13.0,1.6,8.0,0.8,39.3%,4.9%,34.4%,.138,0.66,.200,84.3%,1.99,1.76
0,2018-04-25,Bryan Mitchell,SDP,25.0,117,3.2,6.8,0.5,1.4,7.7%,16.2%,-8.6%,.289,1.88,.286,75.5%,6.92,6.03
1,2018-04-25,German Marquez,COL,22.0,103,8.6,5.3,1.6,0.8,20.4%,12.6%,7.8%,.250,1.59,.308,61.4%,4.48,4.87
2,2018-04-25,Tyler Anderson,COL,25.0,109,9.7,5.0,1.9,1.1,24.8%,12.8%,11.9%,.253,1.52,.323,71.0%,4.24,4.86
3,2018-04-25,Chad Bettis,COL,30.0,119,6.0,3.6,1.7,0.9,16.8%,10.1%,6.7%,.207,1.13,.229,87.7%,4.43,4.72
4,2018-04-25,Derek Holland,SFG,21.2,88,9.1,2.9,3.1,1.7,25.0%,8.0%,17.1%,.198,1.06,.218,51.7%,4.50,4.46
5,2018-04-25,Ty Blach,SFG,31.1,137,4.6,4.0,1.1,0.6,11.7%,10.2%,1.5%,.276,1.53,.305,70.8%,4.31,4.43
6,2018-04-25,Kyle Freeland,COL,27.0,115,8.3,3.7,2.3,1.7,21.7%,9.6%,12.2%,.240,1.33,.270,79.3%,4.94,4.43
7,2018-04-25,Chris Stratton,SFG,31.0,120,7.0,2.9,2.4,0.0,20.0%,8.3%,11.7%,.174,0.94,.224,70.0%,2.68,4.33
8,2018-04-25,Clayton Richard,SDP,27.0,120,7.3,4.3,1.7,1.7,18.3%,10.8%,7.5%,.290,1.63,.325,73.0%,5.38,4.32
9,2018-04-25,Jon Gray,COL,26.2,123,8.1,2.7,3.0,1.4,19.5%,6.5%,13.0%,.316,1.65,.372,58.4%,4.32,4.05
10,2018-04-25,Johnny Cueto,SFG,26.0,94,8.0,1.4,5.8,0.0,24.5%,4.3%,20.2%,.149,0.65,.203,95.0%,2.20,3.85
11,2018-04-25,Robbie Ray,ARI,26.1,119,14.7,5.8,2.5,1.7,36.1%,14.3%,21.9%,.238,1.56,.358,74.3%,4.41,3.58
12,2018-04-25,Zack Greinke,ARI,24.0,96,8.6,0.8,11.5,1.9,24.0%,2.1%,21.9%,.237,1.00,.262,77.8%,4.33,3.55
13,2018-04-25,Joey Lucchesi,SDP,26.2,107,9.8,2.7,3.6,0.7,27.1%,7.5%,19.6%,.222,1.13,.294,73.5%,2.86,3.43
14,2018-04-25,Hyun-Jin Ryu,LAD,22.2,88,10.7,3.6,3.0,0.4,30.7%,10.2%,20.4%,.141,0.88,.200,81.6%,2.68,3.34
15,2018-04-25,Tyson Ross,SDP,25.2,102,8.4,2.5,3.4,0.7,23.5%,6.9%,16.7%,.202,1.01,.250,74.4%,3.24,3.32
16,2018-04-25,Zack Godley,ARI,23.1,95,9.3,3.1,3.0,0.4,25.3%,8.4%,16.8%,.218,1.16,.290,70.3%,2.69,3.12
17,2018-04-25,Alex Wood,LAD,29.0,115,8.1,0.6,13.0,0.6,22.6%,1.7%,20.9%,.195,0.83,.235,47.2%,2.47,3.00
18,2018-04-25,Clayton Kershaw,LAD,33.0,130,9.5,0.8,11.7,1.1,26.9%,2.3%,24.6%,.228,0.97,.284,87.1%,2.89,2.61
19,2018-04-25,Patrick Corbin,ARI,33.1,122,13.0,1.6,8.0,0.8,39.3%,4.9%,34.4%,.138,0.66,.200,84.3%,1.99,1.76
0,2018-04-26,Bryan Mitchell,SDP,25.0,117,3.2,6.8,0.5,1.4,7.7%,16.2%,-8.6%,.289,1.88,.286,75.5%,6.92,6.03
1,2018-04-26,German Marquez,COL,22.0,103,8.6,5.3,1.6,0.8,20.4%,12.6%,7.8%,.250,1.59,.308,61.4%,4.48,4.87
2,2018-04-26,Tyler Anderson,COL,25.0,109,9.7,5.0,1.9,1.1,24.8%,12.8%,11.9%,.253,1.52,.323,71.0%,4.24,4.86
3,2018-04-26,Chad Bettis,COL,30.0,119,6.0,3.6,1.7,0.9,16.8%,10.1%,6.7%,.207,1.13,.229,87.7%,4.43,4.72
4,2018-04-26,Derek Holland,SFG,21.2,88,9.1,2.9,3.1,1.7,25.0%,8.0%,17.1%,.198,1.06,.218,51.7%,4.50,4.46
5,2018-04-26,Ty Blach,SFG,31.1,137,4.6,4.0,1.1,0.6,11.7%,10.2%,1.5%,.276,1.53,.305,70.8%,4.31,4.43
6,2018-04-26,Kyle Freeland,COL,27.0,115,8.3,3.7,2.3,1.7,21.7%,9.6%,12.2%,.240,1.33,.270,79.3%,4.94,4.43
7,2018-04-26,Chris Stratton,SFG,31.0,120,7.0,2.9,2.4,0.0,20.0%,8.3%,11.7%,.174,0.94,.224,70.0%,2.68,4.33
8,2018-04-26,Clayton Richard,SDP,27.0,120,7.3,4.3,1.7,1.7,18.3%,10.8%,7.5%,.290,1.63,.325,73.0%,5.38,4.32
9,2018-04-26,Johnny Cueto,SFG,26.0,94,8.0,1.4,5.8,0.0,24.5%,4.3%,20.2%,.149,0.65,.203,95.0%,2.20,3.85
10,2018-04-26,Robbie Ray,ARI,26.1,119,14.7,5.8,2.5,1.7,36.1%,14.3%,21.9%,.238,1.56,.358,74.3%,4.41,3.58
11,2018-04-26,Jon Gray,COL,32.2,143,9.6,2.5,3.9,1.1,24.5%,6.3%,18.2%,.293,1.47,.372,62.2%,3.53,3.45
12,2018-04-26,Joey Lucchesi,SDP,26.2,107,9.8,2.7,3.6,0.7,27.1%,7.5%,19.6%,.222,1.13,.294,73.5%,2.86,3.43
13,2018-04-26,Tyson Ross,SDP,29.2,123,9.4,3.0,3.1,0.6,25.2%,8.1%,17.1%,.214,1.15,.279,68.3%,3.06,3.35
14,2018-04-26,Hyun-Jin Ryu,LAD,22.2,88,10.7,3.6,3.0,0.4,30.7%,10.2%,20.4%,.141,0.88,.200,81.6%,2.68,3.34
15,2018-04-26,Zack Greinke,ARI,30.0,122,9.6,0.9,10.7,1.8,26.2%,2.5%,23.8%,.263,1.13,.313,71.4%,4.03,3.19
16,2018-04-26,Zack Godley,ARI,23.1,95,9.3,3.1,3.0,0.4,25.3%,8.4%,16.8%,.218,1.16,.290,70.3%,2.69,3.12
17,2018-04-26,Alex Wood,LAD,29.0,115,8.1,0.6,13.0,0.6,22.6%,1.7%,20.9%,.195,0.83,.235,47.2%,2.47,3.00
18,2018-04-26,Clayton Kershaw,LAD,38.0,156,9.9,2.1,4.7,1.2,26.9%,5.8%,21.1%,.231,1.13,.290,86.1%,3.37,2.92
19,2018-04-26,Patrick Corbin,ARI,33.1,122,13.0,1.6,8.0,0.8,39.3%,4.9%,34.4%,.138,0.66,.200,84.3%,1.99,1.76
0,2018-04-27,Bryan Mitchell,SDP,25.0,117,3.2,6.8,0.5,1.4,7.7%,16.2%,-8.6%,.289,1.88,.286,75.5%,6.92,6.03
1,2018-04-27,German Marquez,COL,22.0,103,8.6,5.3,1.6,0.8,20.4%,12.6%,7.8%,.250,1.59,.308,61.4%,4.48,4.87
2,2018-04-27,Tyler Anderson,COL,25.0,109,9.7,5.0,1.9,1.1,24.8%,12.8%,11.9%,.253,1.52,.323,71.0%,4.24,4.86
3,2018-04-27,Chad Bettis,COL,30.0,119,6.0,3.6,1.7,0.9,16.8%,10.1%,6.7%,.207,1.13,.229,87.7%,4.43,4.72
4,2018-04-27,Derek Holland,SFG,21.2,88,9.1,2.9,3.1,1.7,25.0%,8.0%,17.1%,.198,1.06,.218,51.7%,4.50,4.46
5,2018-04-27,Ty Blach,SFG,31.1,137,4.6,4.0,1.1,0.6,11.7%,10.2%,1.5%,.276,1.53,.305,70.8%,4.31,4.43
6,2018-04-27,Kyle Freeland,COL,27.0,115,8.3,3.7,2.3,1.7,21.7%,9.6%,12.2%,.240,1.33,.270,79.3%,4.94,4.43
7,2018-04-27,Chris Stratton,SFG,31.0,120,7.0,2.9,2.4,0.0,20.0%,8.3%,11.7%,.174,0.94,.224,70.0%,2.68,4.33
8,2018-04-27,Clayton Richard,SDP,27.0,120,7.3,4.3,1.7,1.7,18.3%,10.8%,7.5%,.290,1.63,.325,73.0%,5.38,4.32
9,2018-04-27,Johnny Cueto,SFG,26.0,94,8.0,1.4,5.8,0.0,24.5%,4.3%,20.2%,.149,0.65,.203,95.0%,2.20,3.85
10,2018-04-27,Robbie Ray,ARI,26.1,119,14.7,5.8,2.5,1.7,36.1%,14.3%,21.9%,.238,1.56,.358,74.3%,4.41,3.58
